Index,ID
1228,T4179
1229,T4180
1230,T4181
1231,T4182
1232,T4184
1233,T4185
1234,T4188
1235,T4189
1236,T4190
1237,T4191
1238,T4192
1239,T4193
1240,T4194
1241,T4195
1242,T4196
1243,T4197
1244,T4199
1245,T4200
1246,T4201
1247,T4202
1248,T4203
1249,T4204
1250,T4205
1251,T4206
1252,T4207
1253,T4208
1254,T4209
1255,T4210
1256,T4211
1257,T4212
1258,T4213
1259,T4214
1260,T4215
1261,T4216
1262,T4217
1263,T4218
1264,T4219
1265,T4220
1266,T4221
1267,T4222
1268,T4223
1269,T4224
1270,T4226
1271,T4227
1272,T4228
1273,T4229
1274,T4230
1275,T4231
1276,T4235
1277,T4236
1278,T4245
1279,T4246
1280,T4247
1281,T4248
1282,T4249
1283,T4250
1284,T4251
1285,T4252
1286,T4253
1287,T4254
1288,T4255
1289,T4256
1290,T4257
1291,T4258
1292,T4259
1293,T4260
1294,T4261
1295,T4263
1296,T4264
1297,T4265
1298,T4266
1299,T4267
1300,T4268
1301,T4269
1302,T4270
1303,T4271
1304,T4273
1305,T4274
1306,T4275
1307,T4276
1308,T4277
1309,T4278
1310,T4279
1311,T4280
1312,T4281
1313,T4283
1314,T4284
1315,T4285
1316,T4286
1317,T4287
1318,T4288
1319,T4289
1320,T4290
1321,T4291
1322,T4293
1323,T4295
1324,T4296
1325,T4297
1326,T4300
1327,T4301
1328,T4302
1329,T4303
1330,T4304
1331,T4305
1332,T4306
1333,T4307
1334,T4308
1335,T4309
1336,T4310
1337,T4311
1338,T4312
1339,T4313
1340,T4315
1341,T4316
1342,T4319
1343,T4320
1344,T4321
1345,T4323
1346,T4324
1347,T4325
1348,T4326
1349,T4327
1350,T4328
1351,T4329
1352,T4330
1353,T4332
1354,T4333
1355,T4335
1356,T4336
1357,T4337
1358,T4338
1359,T4339
1360,T4340
1361,T4342
1362,T4343
1363,T4344
1364,T4345
1365,T4346
1366,T4347
1367,T4349
1368,T4350
1369,T4351
1370,T4352
1371,T4353
1372,T4354
1373,T4355
1374,T4358
1375,T4359
1376,T4360
1377,T4361
1378,T4362
1379,T4363
1380,T4364
1381,T4365
1382,T4367
1383,T4369
1384,T4370
1385,T4371
1386,T4373
1387,T4376
1388,T4377
1389,T4378
1390,T4379
1391,T4380
1392,T4381
1393,T4382
1394,T4383
1395,T4385
1396,T4387
1397,T4388
1398,T4389
1399,T4390
1400,T2209
1401,T2210
1402,T2211
1403,T2212
1404,T2213
1405,T2215
1406,T2216
1407,T2217
1408,T2218
1409,T2219
1410,T2220
1411,T2221
1412,T2222
1413,T2223
1414,T2225
1415,T2226
1416,T2227
1417,T2228
1418,T2229
1419,T2230
1420,T2231
1421,T2232
1422,T2233
1423,T2234
1424,T2235
1425,T2236
1426,T2237
1427,T2238
1428,T2239
1429,T2239L
1430,T2240
1431,T2241
1432,T2242
1433,T2243
1434,T2244
1435,T2245
1436,T2246
1437,T2247
1438,T2248
1439,T2249
1440,T2250
1441,T2251
1442,T2252
1443,T2253
1444,T2254
1445,T2255
1446,T2256
1447,T2257
1448,T2258
1449,T2259
1450,T2260
1451,T2261
1452,T2262
1453,T2263
1454,T2264
1455,T2265
1456,T2266
1457,T2267
1458,T2269
1459,T2270
1460,T2271
1461,T2272
1462,T2273
1463,T2275
1464,T2276
1465,T2277
1466,T2278
1467,T2279
1468,T2280
1469,T2281
1470,T2282
1471,T2283
1472,T2285
1473,T2286
1474,T2287
1475,T2288
1476,T2288L
1477,T2290
1478,T2291
1479,T2292
1480,T2293
1481,T2294
1482,T2295
1483,T2296
1484,T2297
1485,T2298
1486,T2299
1487,T2300
1488,T2301
1489,T2302
1490,T2303
1491,T2304
1492,T2305
1493,T2306
1494,T2307
1495,T2308
1496,T2309
1497,T2310
1498,T2311
1499,T2312
1500,T2313
1501,T2314
1502,T2315
1503,T2316
1504,T2317
1505,T2318
1506,T2319
1507,T2320
1508,T2321
1509,T2322
1510,T2323
1511,T2324
1512,T2325
1513,T2326
1514,T2327
1515,T2328
1516,T2329
1517,T2330
1518,T2331
1519,T2332
1520,T2333
1521,T2334
1522,T2335
1523,T2337
1524,T2338
1525,T2339
1526,T2340
1527,T2341
1528,T2342
1529,T2343
1530,T2345
1531,T2346
1532,T2347
1533,T2348
1534,T2349
1535,T2350
1536,T2351
1537,T2352
1538,T2353
1539,T2354
1540,T2355
1541,T2356
1542,T2357
1543,T2358
1544,T2359
1545,T2360
1546,T2361
1547,T2362
1548,T2363
1549,T2364
1550,T2365
1551,T2366
1552,T2367
1553,T2368
1554,T2368L
1555,T2369
1556,T2370
1557,T2371
1558,T2372
1559,T2373
1560,T2374
1561,T2375
1562,T2376
1563,T2377
1564,T2379
1565,T2380
1566,T2381
1567,T2383
1568,T2384
1569,T2385
1570,T2386
1571,T2387
1572,T2389
1573,T2390
1574,T2391
1575,T2392
1576,T2393
1577,T2394
1578,T2395
1579,T2395L
1580,T2396
1581,T2397
1582,T2398
1583,T2399
1584,T2400
1585,T2401
1586,T2402
1587,T2403
1588,T2405
1589,T2406
1590,T2407
1591,T2408
1592,T2409
1593,T2409L
1594,T2411
1595,T2412
1596,T2413
1597,T2414
1598,T2415
1599,T2416
1600,T3094
1601,T3095
1602,T3096
1603,T3097
1604,T3098
1605,T3099
1606,T3100
1607,T3101
1608,T3102
1609,T3103
1610,T3104
1611,T3105
1612,T3106
1613,T3107
1614,T3108
1615,T3109
1616,T3110
1617,T3111
1618,T3112
1619,T3113
1620,T3115
1621,T3116
1622,T3117
1623,T3118
1624,T3119
1625,T3120
1626,T3121
1627,T3122
1628,T3124
1629,T3126
1630,T3127
1631,T3132
1632,T3133
1633,T3134
1634,T3135
1635,T3141
1636,T3144
1637,T3145
1638,T3146
1639,T3147
1640,T3148
1641,T3149
1642,T3150
1643,T3151
1644,T3152
1645,T3153
1646,T3154
1647,T3155
1648,T3156
1649,T3157
1650,T3158
1651,T3159
1652,T3160
1653,T3162
1654,T3163
1655,T3166
1656,T3167
1657,T3168
1658,T3169
1659,T3170
1660,T3171
1661,T3172
1662,T3173
1663,T3174
1664,T3175
1665,T3176
1666,T3177
1667,T3178
1668,T3179
1669,T3180
1670,T3181
1671,T3182
1672,T3183
1673,T3184
1674,T3185
1675,T3186
1676,T3187
1677,T3188
1678,T3189
1679,T3190
1680,T3192
1681,T3193
1682,T3194
1683,T3195
1684,T3196
1685,T3197
1686,T3199
1687,T3200
1688,T3201
1689,T3202
1690,T3203
1691,T3204
1692,T3205
1693,T3206
1694,T3207
1695,T3208
1696,T3209
1697,T3210
1698,T3211
1699,T3214
1700,T3215
1701,T3216
1702,T3217
1703,T3218
1704,T3219
1705,T3220
1706,T3221
1707,T3222
1708,T3223
1709,T3224
1710,T3225
1711,T3227
1712,T3228
1713,T3230
1714,T3231
1715,T3232
1716,T3233
1717,T3234
1718,T3235
1719,T3236
1720,T3237
1721,T3238
1722,T3239
1723,T3240
1724,T3243
1725,T3244
1726,T3245
1727,T3246
1728,T3248
1729,T3250
1730,T3251
1731,T3254
1732,T3257
1733,T3258
1734,T3259
1735,T3260
1736,T3261
1737,T3262
1738,T3263
1739,T3265
1740,T3266
1741,T3267
1742,T3268
1743,T3269
1744,T3270
1745,T3271
1746,T3273
1747,T3274
1748,T3275
1749,T3276
1750,T3277
1751,T3278
1752,T3280
1753,T3281
1754,T3282
1755,T3284
1756,T3285
1757,T3286
1758,T3287
1759,T3288
1760,T3289
1761,T3290
1762,T3293
1763,T3306
1764,T3311
1765,T3312
1766,T3313
1767,T3314
1768,T3315
1769,T3316
1770,T3317
1771,T3318
1772,T3319
1773,T3320
1774,T3321
1775,T3323
1776,T3324
1777,T3325
1778,T3327
1779,T3328
1780,T3329
1781,T3330
1782,T3331
1783,T3332
1784,T3333
1785,T3334
1786,T3335
1787,T3336
1788,T3337
1789,T3338
1790,T3339
1791,T3341
1792,T3342
1793,T3343
1794,T3344
1795,T3346
1796,T3347
1797,T3348
1798,T3349
1799,T3350
1800,T1994
1801,T1995
1802,T1996
1803,T1997
1804,T1998
1805,T1999
1806,T2000
1807,T2001
1808,T2002
1809,T2003
1810,T2004
1811,T2005
1812,T2006
1813,T2007
1814,T2008
1815,T2009
1816,T2010
1817,T2011
1818,T2012
1819,T2013
1820,T2014
1821,T2015
1822,T2016
1823,T2017
1824,T2018
1825,T2019
1826,T2020
1827,T2021
1828,T2022
1829,T2023
1830,T2024
1831,T2025
1832,T2026
1833,T2027
1834,T2028
1835,T2029
1836,T2030
1837,T2031
1838,T2032
1839,T2033
1840,T2034
1841,T2035
1842,T2036
1843,T2037
1844,T2038
1845,T2039
1846,T2040
1847,T2041
1848,T2042
1849,T2043
1850,T2044
1851,T2045
1852,T2046
1853,T2047
1854,T2048
1855,T2049
1856,T2050
1857,T2051
1858,T2052
1859,T2053
1860,T2054
1861,T2055
1862,T2056
1863,T2057
1864,T2058
1865,T2059
1866,T2060
1867,T2061
1868,T2062
1869,T2063
1870,T2064
1871,T2065
1872,T2066
1873,T2067
1874,T2069
1875,T2070
1876,T2071
1877,T2072
1878,T2073
1879,T2074
1880,T2075
1881,T2076
1882,T2077
1883,T2078
1884,T2079
1885,T2080
1886,T2081
1887,T2083
1888,T2084
1889,T2085
1890,T2086
1891,T2087
1892,T2088
1893,T2089
1894,T2090
1895,T2091
1896,T2093
1897,T2094
1898,T2095
1899,T2097
1900,T2098
1901,T2099
1902,T2100
1903,T2101
1904,T2102
1905,T2103
1906,T2104
1907,T2105
1908,T2106
1909,T2108
1910,T2109
1911,T2110
1912,T2111
1913,T2112
1914,T2113
1915,T2114
1916,T2115
1917,T2116
1918,T2117
1919,T2118
1920,T2119
1921,T2120
1922,T2121
1923,T2122
1924,T2123
1925,T2124
1926,T2125
1927,T2127
1928,T2128
1929,T2129
1930,T2130
1931,T2131
1932,T2132
1933,T2133
1934,T2134
1935,T2136
1936,T2137
1937,T2138
1938,T2140
1939,T2141
1940,T2142
1941,T2143
1942,T2144
1943,T2145
1944,T2146
1945,T2148
1946,T2149
1947,T2150
1948,T2151
1949,T2152
1950,T2153
1951,T2154
1952,T2155
1953,T2156
1954,T2157
1955,T2158
1956,T2159
1957,T2160
1958,T2161
1959,T2162
1960,T2163
1961,T2164
1962,T2166
1963,T2167
1964,T2168
1965,T2169
1966,T2170
1967,T2171
1968,T2172
1969,T2174
1970,T2175
1971,T2176
1972,T2177
1973,T2178
1974,T2179
1975,T2180
1976,T2183
1977,T2184
1978,T2184L
1979,T2185
1980,T2186
1981,T2187
1982,T2188
1983,T2190
1984,T2192
1985,T2193
1986,T2194
1987,T2196
1988,T2197
1989,T2198
1990,T2199
1991,T2200
1992,T2201
1993,T2202
1994,T2203
1995,T2204
1996,T2205
1997,T2206
1998,T2207
1999,T2208
2000,TCS1856
2001,TCS1857
2002,TCS2070
2003,TCS2170
2004,THS1455
2005,TJO2691
2006,TJO2729
2007,TJO2742
2008,TJO2758
2009,TJO2795
2010,TJP2872
2011,TJP2891
2012,TJS0123
2013,TJS0311
2014,TJS0312
2015,TJS0314
2016,TJS0315
2017,TJS0318
2018,TJS0328
2019,TJS0338
2020,TJS0339
2021,TJS0341
2022,TJS0368
2023,TJS0387
2024,TJS0405
2025,TJS0856
2026,TJS0928
2027,TJS1159
2028,TJS1183
2029,TJS2190
2030,TMA2394
2031,TMA2440
2032,TMM2618
2033,TMO2681
2034,TMO2685
2035,TMO2713
2036,TMO2752
2037,TMO2790
2038,TMS0484
2039,TMS0719
2040,TMS1830
2041,TMS2179
2042,TMS2181
2043,TMS2182
2044,TMS2262
2045,TWA2417
2046,TWO2724
2047,TWO2759
2048,TWO2771
2049,TWP2911
2050,TWS0704
2051,TWS0902
2052,TWS1229
2053,TWS1293
2054,TWS1563
2055,TWS2045
2056,T2742
2057,T3672
2058,T3865
2059,T3879
2060,T3905
2061,T3926
2062,T3927
2063,T3929
2064,T4070
2065,T4086
2066,T4096
2067,T4103
2068,T4107
2069,T4120
2070,T4233
2071,T4238
2072,T4239
2073,T4241
2074,T4244
2075,T4272
2076,T4292
2077,T4374
2078,T4386
2079,T4439
2080,T4454
2081,T4468
2082,T4473
2083,T4474
2084,T4477
2085,T4478
2086,T4481
2087,T4482
2088,T4485
2089,T4488
2090,T4489
2091,T4490
2092,T4492
2093,T4493
2094,T4496
2095,T4497
2096,T4498
2097,T4499
2098,T4501
2099,T4503
2100,T4504
2101,T4506
2102,T4507
2103,T4509
2104,T4517
2105,T4518
2106,T4521
2107,T4522
2108,T4523
2109,T4524
2110,T4525
2111,T4526
2112,T4527
2113,T4528
2114,T4530
2115,T4531
2116,T4532
